job_type,job_location,analyst_type,company_type,is_manager,is_python,is_data_analyst,is_ml,is_sql,is_full_time,education,viz_tool,year_of_surv,exp,salary
עצמאי,מרכז,All kind of data analysis,הייטק,כן,,כן,לא,כן,,אין תואר,Tableau,2020,20,
שכיר,אזור תל אביב,Product,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,אחר,Other,2020,8,34000
שכיר,מרכז,All kind of data analysis,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,לא קבוע או לפי שעות,אין תואר,Excel,2020,5,19500
שכיר,אזור חיפה,BI,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,3,34000
שכיר,מרכז,All kind of data analysis,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,No Tool,2020,4,19500
עצמאי,אזור ירושלים,All kind of data analysis,אחר,לא,,כן,לעיתים נדירות,לעיתים נדירות,,אין תואר,No Tool,2020,5,
שכיר,אזור תל אביב,Web Analyst,הייטק,כן,,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2020,7,34000
לא מועסק כרגע,אזור תל אביב,Product,אחר,לא,,כן,כן,לעיתים נדירות,,אין תואר,Excel,2020,5,
שכיר,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2020,5,23000
שכיר,מרכז,Financial Analyst,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,חשבונאות,Tableau,2020,1,12000
שכיר,אזור חיפה,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מנהל עסקים,Power BI,2020,6,12000
שכיר,מרכז,BI,הייטק,כן,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Other,2020,9,34000
שכיר,מרכז,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,סטטיסטיקה,Tableau,2020,6,23000
שכיר,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,לא,מלאה,הנדסת תעשיה וניהול,No Tool,2020,1,12000
שכיר,אזור תל אביב,Business analyst,הייטק,לא,,כן,לא,כן,מלאה,סטטיסטיקה,Tableau,2020,0.5,12000
שכיר,מרכז,Marketing,הייטק,לא,,כן,לא,לא,מלאה,מדעי ההתנהגות או חברה,Excel,2020,1,12000
שכיר,אזור תל אביב,Product,הייטק,כן,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2020,4,26000
שכיר,אזור תל אביב,BI,תעשייה ישראלית,כן,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Power BI,2020,5,19500
שכיר,אזור תל אביב,BI,הייטק,לא,,כן,לא,כן,מלאה,אין תואר,Tableau,2020,3,26000
שכיר,אזור תל אביב,BI,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,מנהל עסקים,Power BI,2020,3,19500
שכיר,מרכז,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2020,5,12000
שכיר,אזור ירושלים,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Power BI,2020,1,12000
שכיר,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,כן,,כן,כן,כן,מלאה,מדעי הטבע,Excel,2020,16,26000
שכיר,מרכז,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Power BI,2020,2,12000
שכירה,אזור תל אביב,Product,הייטק,לא,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2020,3,15500
שכירה,אזור תל אביב,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מדעי הטבע,Excel,2020,4,19500
שכירה,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,סטטיסטיקה,Other,2020,12,34000
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,כן,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2020,4,19500
שכירה,דרום,BI,הייטק,לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,7,23000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Other,2020,3,15500
שכירה,מרכז,Marketing,אחר,לא,,כן,לא,לא,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2020,3,15500
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,7,19500
שכירה,אזור תל אביב,Marketing,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2020,1,15500
שכירה,אזור תל אביב,BI,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,כלכלה / פיננסים / חשבונאות,Other,2020,8,26000
שכירה,אזור תל אביב,Product,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2020,8,29000
שכירה,מרכז,Marketing,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,אין תואר,Other,2020,1,7500
שכירה,מרכז,Product,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Looker,2020,3,19500
עצמאית,מרכז,All kind of data analysis,הייטק (גלובלי),לא,,כן,לא,כן,,כלכלה / פיננסים / חשבונאות,Power BI,2020,6,
שכירה,מרכז,Marketing,הייטק,לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2020,5,23000
שכירה,מרכז,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,לעיתים נדירות,מלאה,מדעי ההתנהגות או חברה,Power BI,2020,3,7500
שכירה,מרכז,Web Analyst,תעשייה ישראלית,כן,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2020,4,15500
שכירה,מרכז,All kind of data analysis,הייטק,לא,,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Qlik,2020,15,0
שכירה,אזור חיפה,BI,אחר,כן,,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,20,19500
שכירה,אזור ירושלים,Financial Analyst,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,2,15500
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,מדעי הטבע,Looker,2020,7,23000
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,כן,,כן,לעיתים נדירות,כן,מלאה,מדעי הטבע,Tableau,2020,10,19500
שכירה,מרכז,All kind of data analysis,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,מדעי ההתנהגות או חברה,Power BI,2020,7,0
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2020,0,12000
שכירה,מרכז,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מדעי הטבע,Excel,2020,6,15500
שכירה,אזור תל אביב,Product,הייטק (גלובלי),כן,,כן,לא,לא,מלאה,הנדסת תעשיה וניהול,Excel,2020,5,15500
שכירה,מרכז,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,סטטיסטיקה,Excel,2020,1,12000
שכירה,מרכז,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2020,1,7500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2020,4,19500
שכירה,צפון,Product,הייטק,לא,,כן,לא,לעיתים נדירות,מלאה,כלכלה / פיננסים / חשבונאות,No Tool,2020,5,19500
שכירה,מרכז,BI,תעשייה ישראלית,כן,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,3,15500
שכירה,אזור תל אביב,Marketing,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,מדעי המחשב,Excel,2020,10,19500
שכירה,אזור תל אביב,other,הייטק,לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2020,0.5,12000
שכירה,אזור חיפה,BI,תעשייה ישראלית,לא,,כן,כן,לא,מלאה,אין תואר,Power BI,2020,1,12000
עצמאית,מרכז,BI,תעשייה ישראלית,לא,,כן,לא,כן,,הנדסת תעשיה וניהול,Power BI,2020,30,
שכירה,מרכז,Data sceintist,תעשייה ישראלית,כן,,כן,כן,כן,מלאה,מדעי ההתנהגות או חברה,Excel,2020,4,26000
שכירה,מרכז,Marketing,אחר,לא,,כן,לא,לא,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2020,7,15500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Excel,2020,8,19500
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,הנדסת תעשיה וניהול,Power BI,2020,10,23000
שכירה,אזור חיפה,BI,הייטק (גלובלי),לא,,כן,לא,כן,לא קבוע או לפי שעות,כלכלה / פיננסים / חשבונאות,Other,2020,1,15500
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,6,15500
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2020,5,12000
שכירה,מרכז,Business analyst,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,מדעי ההתנהגות או חברה,Power BI,2020,1,12000
שכירה,מרכז,Marketing,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,הנדסת תעשיה וניהול,Excel,2020,2,7500
שכירה,אזור תל אביב,Product,הייטק,כן,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Excel,2020,3,12000
שכירה,מרכז,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2020,1,7500
שכירה,אזור תל אביב,Marketing,הייטק,לא,,כן,לא,כן,מלאה,מדעי המחשב,Looker,2020,5,23000
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,8,7500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Excel,2020,3,
שכירה,מרכז,other,הייטק (גלובלי),לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,מדעים מדויקים,Power BI,2020,7,15500
שכירה,מרכז,Product,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Tableau,2020,3,19500
שכירה,מרכז,Marketing,תעשייה ישראלית,כן,,כן,לעיתים נדירות,כן,מלאה,מדעים מדויקים,Tableau,2020,10,19500
שכירה,מרכז,other,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מנהל עסקים,Tableau,2020,0,15500
שכירה,אזור תל אביב,BI,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,סטטיסטיקה,Tableau,2020,3,19500
שכירה,אזור תל אביב,Marketing,אחר,לא,,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,5,0
שכירה,דרום,All kind of data analysis,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2020,20,29000
שכירה,אזור באר שבע,Web Analyst,הייטק,לא,,כן,לא,כן,,אין תואר,Redash,2020,4,12000
שכירה,אזור תל אביב,Financial Analyst,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,הנדסת תעשיה וניהול,No Tool,2020,0,7500
שכירה,מרכז,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מערכות מידע,No Tool,2020,5,15500
שכירה,אזור חיפה,BI,אחר,כן,,כן,לעיתים נדירות,כן,מלאה,אחר,Power BI,2020,5,26000
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,כן,,כן,לעיתים נדירות,כן,מלאה,אין תואר,Tableau,2020,5,26000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,כן,כן,מלאה,אחר,Power BI,2020,10,0
שכירה,אזור תל אביב,Financial Analyst,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לא,מלאה,סטטיסטיקה,Excel,2020,15,7500
שכירה,מרכז,All kind of data analysis,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,מערכות מידע,Power BI,2020,1,12000
שכירה,מרכז,Financial Analyst,הייטק (גלובלי),לא,,כן,לעיתים נדירות,לא,מלאה,אין תואר,Tableau,2020,7,15500
שכירה,אזור חיפה,Web Analyst,הייטק,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,סטטיסטיקה,Excel,2020,3,7500
שכירה,מרכז,BI,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,מערכות מידע,Other,2020,4,19500
שכירה,אזור תל אביב,Financial Analyst,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2020,1,7500
שכירה,מרכז,BI,הייטק,לא,,כן,לא,לעיתים נדירות,מלאה,הנדסת תעשיה וניהול,Power BI,2020,5,19500
שכירה,אזור תל אביב,Product,הייטק,לא,,כן,לא,כן,מלאה,סטטיסטיקה,Tableau,2020,4,26000
לא מועסק כרגע,אזור תל אביב,BI,הייטק,לא,,כן,כן,כן,,מדעי ההתנהגות או חברה,Power BI,2020,2,
לא מועסק כרגע,מרכז,All kind of data analysis,אחר,לא,,כן,לעיתים נדירות,כן,,מדעי המחשב,Power BI,2020,2,
שכירה,דרום,All kind of data analysis,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Power BI,2020,5,19500
שכירה,מרכז,Financial Analyst,הייטק,לא,,כן,לא,כן,חצי משרה,אין תואר,Excel,2020,2,15500
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2020,7,23000
שכירה,מרכז,Financial Analyst,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,הנדסת תעשיה וניהול,Excel,2020,3,12000
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה / פיננסים / חשבונאות,Excel,2020,7,7500
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,No Tool,2020,2,12000
שכירה,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Other,2020,1,15500
שכירה,אזור תל אביב,All kind of data analysis,אחר,כן,,כן,כן,כן,מלאה,סטטיסטיקה,No Tool,2020,15,34000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2020,3,12000
שכירה,אזור חיפה,Financial Analyst,תעשייה ישראלית,לא,,כן,לא,לא,חצי משרה,סטטיסטיקה,Excel,2020,0,7500
שכירה,מרכז,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2020,6,15500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2020,1,19500
שכירה,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Looker,2020,8,34000
שכירה,צפון,Data sceintist,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,No Tool,2020,2,15500
,,,אחר,,,לא,,,,,,2020,,
שכירה,אזור תל אביב,other,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,מדעי ההתנהגות או חברה,Power BI,2020,2,7500
,,,אחר,,,לא,,,,,,2020,,
שכירה,אזור תל אביב,BI,הייטק,לא,,כן,לא,כן,מלאה,אין תואר,Power BI,2020,3,23000
שכירה,אזור תל אביב,Financial Analyst,הייטק,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2020,2,12000
שכירה,מרכז,Financial Analyst,הייטק (גלובלי),לא,,כן,כן,לא,מלאה,כלכלה,Excel,2020,2,12000
שכירה,אזור תל אביב,Business analyst,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2020,2,15500
שכירה,אזור תל אביב,Web Analyst,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Excel,2020,4,23000
לא מועסק כרגע,אזור ירושלים,Financial Analyst,אחר,לא,,כן,לעיתים נדירות,לא,,כלכלה,Excel,2020,0,
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2020,8,19500
שכירה,צפון,All kind of data analysis,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,כלכלה,Python/R,2020,7,29000
שכירה,מרכז,BI,תעשייה ישראלית,כן,,כן,כן,כן,מלאה,כלכלה,Power BI,2020,13,0
שכירה,אזור תל אביב,Product,הייטק,לא,,כן,לעיתים נדירות,כן,לא קבוע או לפי שעות,מדעי המחשב,Tableau,2020,9,34000
עצמאית,מרכז,All kind of data analysis,הייטק,כן,,כן,לעיתים נדירות,כן,,סטטיסטיקה,Power BI,2020,13,
לא מועסק כרגע,מרכז,Business analyst,אחר,כן,,כן,לא,לא,,כלכלה,No Tool,2020,4,
שכירה,מרכז,BI,ממשלתיח,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,מדעים מדויקים,Excel,2020,3,12000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2020,1.5,12000
שכירה,מרכז,Business analyst,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,כלכלה,Power BI,2020,2,12000
שכירה,אזור תל אביב,Web Analyst,הייטק,לא,,כן,לא,כן,מלאה,מערכות מידע,Tableau,2020,1,15500
שכירה,מרכז,Financial Analyst,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,כלכלה,Tableau,2020,0,15500
שכירה,מרכז,Product,הייטק,לא,,כן,לא,כן,מלאה,אין תואר,Power BI,2020,4,15500
שכירה,אזור תל אביב,Financial Analyst,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה,Excel,2020,1,12000
שכירה,צפון,All kind of data analysis,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Excel,2020,4,19500
עצמאית,אזור תל אביב,other,אחר,לא,,כן,לעיתים נדירות,כן,,מדעי ההתנהגות או חברה,Python/R,2020,2,
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,אין תואר,Other,2020,1,15500
שכירה,צפון,All kind of data analysis,תעשייה ישראלית,כן,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2020,10,19500
שכירה,אזור תל אביב,Data sceintist,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,מדעי הטבע,1,2020,2,19500
שכירה,אזור חיפה,All kind of data analysis,אחר,לא,,כן,לעיתים נדירות,לא,פחות מחצי משרה,סטטיסטיקה,Python/R,2020,0,7500
,,,אחר,,,לא,,,,,,2020,,
לא מועסק כרגע,אזור תל אביב,Marketing,הייטק,לא,,כן,לא,לעיתים נדירות,,כלכלה,Excel,2020,5,
שכירה,אזור ירושלים,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה,No Tool,2020,4.5,15500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2020,6,34000
שכירה,צפון,Product,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,מנהל עסקים,Power BI,2020,3,15500
שכירה,מרכז,Product,הייטק,כן,,כן,כן,כן,מלאה,כלכלה,Tableau,2020,15,34000
שכירה,מרכז,All kind of data analysis,הייטק,לא,,כן,כן,לא,מלאה,סטטיסטיקה,Python/R,2020,1,19500
שכירה,מרכז,other,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,מדעי הטבע,Redash,2020,1,12000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Redash,2020,1,15500
שכירה,אזור תל אביב,Web Analyst,הייטק,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Other,2020,6,29000
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2020,2.5,23000
שכירה,אזור חיפה,Data sceintist,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,סטטיסטיקה,Power BI,2020,5,23000
שכירה,אזור ירושלים,BI,ממשלתיח,לא,,כן,לעיתים נדירות,כן,מלאה,כלכלה,Excel,2020,6,7500
עצמאית,צפון,Data sceintist,אחר,כן,,כן,כן,לעיתים נדירות,,סטטיסטיקה,Python/R,2020,15,
שכירה,אזור תל אביב,All kind of data analysis,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,כלכלה,Tableau,2020,6,15500
שכירה,אזור תל אביב,Web Analyst,אחר,כן,,כן,לא,לעיתים נדירות,מלאה,חשבונאות,Excel,2020,1,15500
שכירה,מרכז,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,No Tool,2020,0,7500
שכירה,אזור תל אביב,Product,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Looker,2020,2,15500
שכירה,אזור תל אביב,Web Analyst,הייטק,לא,,כן,כן,כן,מלאה,מערכות מידע,Other,2020,3,19500
שכירה,אזור תל אביב,Data sceintist,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Python/R,2020,12,15500
שכירה,אזור תל אביב,Financial Analyst,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,מדעי ההתנהגות או חברה,Tableau,2020,4,19500
שכירה,מרכז,All kind of data analysis,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2020,4,26000
שכירה,אזור תל אביב,Financial Analyst,ממשלתיח,לא,,כן,לא,כן,מלאה,כלכלה,Excel,2020,1,12000
שכירה,אזור תל אביב,BI,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה,Other,2020,0,12000
שכירה,אזור תל אביב,BI,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,כלכלה,Tableau,2020,5,23000
שכירה,אזור תל אביב,Web Analyst,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,אין תואר,Looker,2020,15,34000
שכירה,אזור תל אביב,other,הייטק,לא,,כן,לא,לעיתים נדירות,מלאה,מנהל עסקים,Excel,2020,1,7500
שכירה,אזור תל אביב,other,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,אין תואר,Other,2020,5,19500
,,,אחר,,,לא,,,,,,2020,,
שכירה,אזור תל אביב,other,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,מערכות מידע,Power BI,2020,1.5,7500
שכירה,אזור תל אביב,Product,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2020,5,23000
שכירה,מרכז,Product,הייטק,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2020,1.5,15500
שכירה,מרכז,All kind of data analysis,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,כלכלה,Power BI,2020,3,15500
,,,אחר,,,לא,,,,,,2020,,
עצמאית,מרכז,Data sceintist,הייטק,כן,,כן,כן,כן,,סטטיסטיקה,Excel,2020,3,35000
שכירה,צפון,BI,הייטק,לא,,כן,לא,לא,חצי משרה,סטטיסטיקה,Power BI,2020,10,26000
שכירה,מרכז,Data sceintist,הייטק,לא,,כן,כן,כן,מלאה,מדעי המחשב,Tableau,2020,6,34000
שכירה,מרכז,BI,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,הנדסת תעשיה וניהול,Tableau,2020,5,19500
שכירה,מרכז,BI,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,כלכלה,Tableau,2020,8,23000
שכירה,מרכז,Data sceintist,הייטק,כן,,כן,כן,כן,מלאה,סטטיסטיקה,Tableau,2020,4,34000
שכירה,מרכז,All kind of data analysis,הייטק,כן,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2020,17,34000
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,מדעי המחשב,No Tool,2020,4,19500
,,,אחר,,,לא,,,,,,2020,,
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2020,5,19500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,לא,,כן,לא,כן,מלאה,מדעי הטבע,Tableau,2020,2,23000
שכירה,מרכז,BI,הייטק,לא,,כן,כן,כן,מלאה,מנהל עסקים,Tableau,2020,1,15500
שכירה,מרכז,Marketing,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,כלכלה,Tableau,2020,2,15500
שכירה,אזור ירושלים,Product,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2020,3,15500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,כן,כן,מלאה,הנדסת תעשיה וניהול,Tableau,2020,8,34000
שכירה,אזור תל אביב,Data sceintist,צהל,לא,,כן,לא,לעיתים נדירות,מלאה,הנדסת תעשיה וניהול,Python/R,2020,2,26000
שכירה,מרכז,Financial Analyst,תעשייה ישראלית,כן,,כן,לעיתים נדירות,לא,מלאה,כלכלה,Tableau,2020,3,15500
שכירה,אזור תל אביב,All kind of data analysis,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,כלכלה,Tableau,2020,4,23000
שכירה,אזור ירושלים,Product,תעשייה ישראלית,כן,,כן,לעיתים נדירות,לא,מלאה,הנדסת תעשיה וניהול,Excel,2020,3,12000
שכירה,אזור תל אביב,Business analyst,הייטק,לא,,כן,לא,כן,מלאה,אין תואר,No Tool,2020,1,12000
שכירה,אזור תל אביב,Data sceintist,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,חשבונאות,Tableau,2020,2,19500
עצמאית,אזור חיפה,All kind of data analysis,הייטק,כן,,כן,כן,כן,,מדעי המחשב,Excel,2020,7,
שכירה,אזור תל אביב,Data sceintist,תעשייה ישראלית,כן,,כן,כן,לא,חצי משרה,הנדסת תעשיה וניהול,Excel,2020,15,34000
שכירה,מרכז,Product,הייטק,לא,,כן,לא,כן,מלאה,כלכלה,Excel,2020,4,15500
שכירה,אזור תל אביב,All kind of data analysis,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Excel,2020,1,12000
,,,אחר,,,לא,,,,,,2020,,
שכירה,אזור ירושלים,BI,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,הנדסת תעשיה וניהול,Power BI,2020,2,15500
שכירה,מרכז,Marketing,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,כלכלה,Tableau,2020,2,15500
