year_of_surv,Column1,job_location,company_type,is_manager,is_python,is_data_analyst,is_ml,is_sql,is_full_time,viz_tool,exp,salary
2020,257,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,1.5,15500
2020,258,אזור תל אביב,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,Tableau,3,26000
2020,259,אזור תל אביב,אחר,לא,,כן,לא,כן,מלאה,Tableau,3,23000
2020,260,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,,Power BI,9,
2020,261,אזור תל אביב,הייטק,כן,,כן,לא,כן,מלאה,Power BI,3,29000
2020,262,מרכז,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,Power BI,1,12000
2020,263,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,1.5,7500
2020,264,אזור תל אביב,אחר,לא,,כן,לא,כן,מלאה,Excel,9,12000
2020,265,אזור תל אביב,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,Tableau,6,34000
2020,266,אזור תל אביב,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,Tableau,10,34000
2020,267,אזור תל אביב,הייטק,כן,,כן,לא,לא,מלאה,Excel,2,15500
2020,268,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,3,15500
2020,269,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Excel,2,12000
2020,270,אזור תל אביב,אחר,לא,,כן,לא,לא,מלאה,Excel,2.5,12000
2020,271,אזור ירושלים,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,3,15500
2020,272,אזור תל אביב,הייטק,לא,,כן,כן,כן,מלאה,Tableau,5,26000
2020,273,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,לעיתים נדירות,מלאה,Excel,5,15500
2020,274,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,1,7500
2020,275,אזור תל אביב,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,Power BI,6,15500
2020,276,מרכז,הייטק (גלובלי),לא,,כן,לא,לא,לא קבוע או לפי שעות,Excel,1,7500
2020,277,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Excel,2,15500
2020,278,מרכז,הייטק,לא,,כן,כן,כן,מלאה,Tableau,2,15500
2020,279,אזור תל אביב,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Excel,5,19500
2020,280,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Power BI,3,12000
2020,281,מרכז,הייטק,כן,,כן,לא,כן,,Tableau,20,
2020,282,אזור תל אביב,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,Looker/Google Data studio,8,34000
2020,283,מרכז,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,לא קבוע או לפי שעות,Excel,5,19500
2020,284,אזור חיפה,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Power BI,3,34000
2020,285,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,None,4,19500
2020,286,אזור ירושלים,אחר,לא,,כן,לעיתים נדירות,לעיתים נדירות,,None,5,
2020,287,אזור תל אביב,הייטק,כן,,כן,כן,כן,מלאה,Tableau,7,34000
2020,288,אזור תל אביב,אחר,לא,,כן,כן,לעיתים נדירות,,Excel,5,
2020,289,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,5,23000
2020,290,מרכז,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Tableau,1,12000
2020,291,אזור חיפה,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,6,12000
2020,292,מרכז,הייטק,כן,,כן,לא,כן,מלאה,Other,9,34000
2020,293,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Tableau,6,23000
2020,294,אזור תל אביב,הייטק,לא,,כן,לא,לא,מלאה,None,1,12000
2020,295,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,0.5,12000
2020,296,מרכז,הייטק,לא,,כן,לא,לא,מלאה,Excel,1,12000
2020,297,אזור תל אביב,הייטק,כן,,כן,לא,כן,מלאה,Tableau,4,26000
2020,298,אזור תל אביב,תעשייה ישראלית,כן,,כן,לא,כן,מלאה,Power BI,5,19500
2020,299,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,3,26000
2020,300,אזור תל אביב,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Power BI,3,19500
2020,301,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,5,12000
2020,302,אזור ירושלים,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,1,12000
2020,303,אזור תל אביב,תעשייה ישראלית,כן,,כן,כן,כן,מלאה,Excel,16,26000
2020,304,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Power BI,2,12000
2020,305,אזור תל אביב,הייטק,לא,,כן,כן,כן,מלאה,Tableau,3,15500
2020,306,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Excel,4,19500
2020,307,אזור תל אביב,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Other,12,34000
2020,308,אזור תל אביב,תעשייה ישראלית,כן,,כן,לא,כן,מלאה,Tableau,4,19500
2020,309,דרום,הייטק,לא,,כן,לא,כן,מלאה,Power BI,7,23000
2020,310,אזור תל אביב,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,Other,3,15500
2020,311,מרכז,אחר,לא,,כן,לא,לא,מלאה,Excel,3,15500
2020,312,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Power BI,7,19500
2020,313,אזור תל אביב,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,1,15500
2020,314,אזור תל אביב,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,Other,8,26000
2020,315,אזור תל אביב,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,Tableau,8,29000
2020,316,מרכז,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Other,1,7500
2020,317,מרכז,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Looker/Google Data studio,3,19500
2020,318,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,,Power BI,6,
2020,319,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Excel,5,23000
2020,320,מרכז,תעשייה ישראלית,לא,,כן,לא,לעיתים נדירות,מלאה,Power BI,3,7500
2020,321,מרכז,תעשייה ישראלית,כן,,כן,לא,כן,מלאה,Excel,4,15500
2020,322,מרכז,הייטק,לא,,כן,כן,כן,מלאה,Qlik,15,0
2020,323,אזור חיפה,אחר,כן,,כן,כן,כן,מלאה,Power BI,20,19500
2020,324,אזור ירושלים,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,Power BI,2,15500
2020,325,אזור תל אביב,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Looker/Google Data studio,7,23000
2020,326,אזור תל אביב,תעשייה ישראלית,כן,,כן,לעיתים נדירות,כן,מלאה,Tableau,10,19500
2020,327,מרכז,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,Power BI,7,0
2020,328,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,0,12000
2020,329,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Excel,6,15500
2020,330,אזור תל אביב,הייטק (גלובלי),כן,,כן,לא,לא,מלאה,Excel,5,15500
2020,331,מרכז,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Excel,1,12000
2020,332,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Excel,1,7500
2020,333,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,4,19500
2020,334,צפון,הייטק,לא,,כן,לא,לעיתים נדירות,מלאה,None,5,19500
2020,335,מרכז,תעשייה ישראלית,כן,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,Power BI,3,15500
2020,336,אזור תל אביב,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,Excel,10,19500
2020,337,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,0.5,12000
2020,338,אזור חיפה,תעשייה ישראלית,לא,,כן,כן,לא,מלאה,Power BI,1,12000
2020,339,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,,Power BI,30,
2020,340,מרכז,תעשייה ישראלית,כן,,כן,כן,כן,מלאה,Excel,4,26000
2020,341,מרכז,אחר,לא,,כן,לא,לא,מלאה,Excel,7,15500
2020,342,אזור תל אביב,הייטק,כן,,כן,כן,כן,מלאה,Excel,8,19500
2020,343,אזור תל אביב,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,Power BI,10,23000
2020,344,אזור חיפה,הייטק (גלובלי),לא,,כן,לא,כן,לא קבוע או לפי שעות,Other,1,15500
2020,345,מרכז,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,Power BI,6,15500
2020,346,אזור תל אביב,הייטק (גלובלי),לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,Excel,5,12000
2020,347,מרכז,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Power BI,1,12000
2020,348,מרכז,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Excel,2,7500
2020,349,אזור תל אביב,הייטק,כן,,כן,לא,כן,מלאה,Excel,3,12000
2020,350,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,1,7500
2020,351,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Looker/Google Data studio,5,23000
2020,352,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,8,7500
2020,353,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Excel,3,
2020,354,מרכז,הייטק (גלובלי),לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,Power BI,7,15500
2020,355,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,3,19500
2020,356,מרכז,תעשייה ישראלית,כן,,כן,לעיתים נדירות,כן,מלאה,Tableau,10,19500
2020,357,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,0,15500
2020,358,אזור תל אביב,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,3,19500
2020,359,אזור תל אביב,אחר,לא,,כן,כן,כן,מלאה,Power BI,5,0
2020,360,דרום,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Excel,20,29000
2020,361,אזור באר שבע,הייטק,לא,,כן,לא,כן,,Redash,4,12000
2020,362,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,None,0,7500
2020,363,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,None,5,15500
2020,364,אזור חיפה,אחר,כן,,כן,לעיתים נדירות,כן,מלאה,Power BI,5,26000
2020,365,אזור תל אביב,תעשייה ישראלית,כן,,כן,לעיתים נדירות,כן,מלאה,Tableau,5,26000
2020,366,אזור תל אביב,הייטק,כן,,כן,כן,כן,מלאה,Power BI,10,0
2020,367,אזור תל אביב,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לא,מלאה,Excel,15,7500
2020,368,מרכז,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Power BI,1,12000
2020,369,מרכז,הייטק (גלובלי),לא,,כן,לעיתים נדירות,לא,מלאה,Tableau,7,15500
2020,370,אזור חיפה,הייטק,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,Excel,3,7500
2020,371,מרכז,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Other,4,19500
2020,372,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Excel,1,7500
2020,373,מרכז,הייטק,לא,,כן,לא,לעיתים נדירות,מלאה,Power BI,5,19500
2020,374,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,4,26000
2020,375,אזור תל אביב,הייטק,לא,,כן,כן,כן,,Power BI,2,
2020,376,מרכז,אחר,לא,,כן,לעיתים נדירות,כן,,Power BI,2,
2020,377,דרום,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Power BI,5,19500
2020,378,מרכז,הייטק,לא,,כן,לא,כן,חצי משרה,Excel,2,15500
2020,379,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,7,23000
2020,380,מרכז,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,Excel,3,12000
2020,381,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Excel,7,7500
2020,382,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,None,2,12000
2020,383,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Other,1,15500
2020,384,אזור תל אביב,אחר,כן,,כן,כן,כן,מלאה,None,15,34000
2020,385,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,3,12000
2020,386,אזור חיפה,תעשייה ישראלית,לא,,כן,לא,לא,חצי משרה,Excel,0,7500
2020,387,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Tableau,6,15500
2020,388,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,1,19500
2020,389,אזור תל אביב,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,Looker/Google Data studio,8,34000
2020,390,צפון,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,None,2,15500
2020,391,,אחר,,,לא,,,,,,
2020,392,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Power BI,2,7500
2020,393,,אחר,,,לא,,,,,,
2020,394,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Power BI,3,23000
2020,395,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,2,12000
2020,396,מרכז,הייטק (גלובלי),לא,,כן,כן,לא,מלאה,Excel,2,12000
2020,397,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,2,15500
2020,398,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Excel,4,23000
2020,399,אזור ירושלים,אחר,לא,,כן,לעיתים נדירות,לא,,Excel,0,
2020,400,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,8,19500
2020,401,צפון,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,Python/R,7,29000
2020,402,מרכז,תעשייה ישראלית,כן,,כן,כן,כן,מלאה,Power BI,13,0
2020,403,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,לא קבוע או לפי שעות,Tableau,9,34000
2020,404,מרכז,הייטק,כן,,כן,לעיתים נדירות,כן,,Power BI,13,
2020,405,מרכז,אחר,כן,,כן,לא,לא,,None,4,
2020,406,מרכז,ממשלתיח,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,Excel,3,12000
2020,407,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,1.5,12000
2020,408,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Power BI,2,12000
2020,409,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,1,15500
2020,410,מרכז,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Tableau,0,15500
2020,411,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Power BI,4,15500
2020,412,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Excel,1,12000
2020,413,צפון,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,Excel,4,19500
2020,414,אזור תל אביב,אחר,לא,,כן,לעיתים נדירות,כן,,Python/R,2,
2020,415,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Other,1,15500
2020,416,צפון,תעשייה ישראלית,כן,,כן,לעיתים נדירות,כן,מלאה,Power BI,10,19500
2020,417,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Other,2,19500
2020,418,אזור חיפה,אחר,לא,,כן,לעיתים נדירות,לא,פחות מחצי משרה,Python/R,0,7500
2020,419,,אחר,,,לא,,,,,,
2020,420,אזור תל אביב,הייטק,לא,,כן,לא,לעיתים נדירות,,Excel,5,
2020,421,אזור ירושלים,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,None,4.5,15500
2020,422,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,6,34000
2020,423,צפון,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Power BI,3,15500
2020,424,מרכז,הייטק,כן,,כן,כן,כן,מלאה,Tableau,15,34000
2020,425,מרכז,הייטק,לא,,כן,כן,לא,מלאה,Python/R,1,19500
2020,426,מרכז,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Redash,1,12000
2020,427,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Redash,1,15500
2020,428,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Other,6,29000
2020,429,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,2.5,23000
2020,430,אזור חיפה,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Power BI,5,23000
2020,431,אזור ירושלים,ממשלתיח,לא,,כן,לעיתים נדירות,כן,מלאה,Excel,6,7500
2020,432,צפון,אחר,כן,,כן,כן,לעיתים נדירות,,Python/R,15,
2020,433,אזור תל אביב,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Tableau,6,15500
2020,434,אזור תל אביב,אחר,כן,,כן,לא,לעיתים נדירות,מלאה,Excel,1,15500
2020,435,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,None,0,7500
2020,436,אזור תל אביב,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Looker/Google Data studio,2,15500
2020,437,אזור תל אביב,הייטק,לא,,כן,כן,כן,מלאה,Other,3,19500
2020,438,אזור תל אביב,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,Python/R,12,15500
2020,439,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,4,19500
2020,440,מרכז,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,Power BI,4,26000
2020,441,אזור תל אביב,ממשלתיח,לא,,כן,לא,כן,מלאה,Excel,1,12000
2020,442,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Other,0,12000
2020,443,אזור תל אביב,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,5,23000
2020,444,אזור תל אביב,הייטק (גלובלי),כן,,כן,לא,כן,מלאה,Looker/Google Data studio,15,34000
2020,445,אזור תל אביב,הייטק,לא,,כן,לא,לעיתים נדירות,מלאה,Excel,1,7500
2020,446,אזור תל אביב,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Other,5,19500
2020,447,,אחר,,,לא,,,,,,
2020,448,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Power BI,1.5,7500
2020,449,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,5,23000
2020,450,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Power BI,1.5,15500
2020,451,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,3,15500
2020,452,,אחר,,,לא,,,,,,
2020,453,מרכז,הייטק,כן,,כן,כן,כן,,Excel,3,35000
2020,454,צפון,הייטק,לא,,כן,לא,לא,חצי משרה,Power BI,10,26000
2020,455,מרכז,הייטק,לא,,כן,כן,כן,מלאה,Tableau,6,34000
2020,456,מרכז,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,Tableau,5,19500
2020,457,מרכז,הייטק (גלובלי),כן,,כן,לעיתים נדירות,כן,מלאה,Tableau,8,23000
2020,458,מרכז,הייטק,כן,,כן,כן,כן,מלאה,Tableau,4,34000
2020,459,מרכז,הייטק,כן,,כן,כן,כן,מלאה,Tableau,17,34000
2020,460,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,None,4,19500
2020,461,,אחר,,,לא,,,,,,
2020,462,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,5,19500
2020,463,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,2,23000
2020,464,מרכז,הייטק,לא,,כן,כן,כן,מלאה,Tableau,1,15500
2020,465,מרכז,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,2,15500
2020,466,אזור ירושלים,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,3,15500
2020,467,אזור תל אביב,הייטק,כן,,כן,כן,כן,מלאה,Tableau,8,34000
2020,468,אזור תל אביב,צהל,לא,,כן,לא,לעיתים נדירות,מלאה,Python/R,2,26000
2020,469,מרכז,תעשייה ישראלית,כן,,כן,לעיתים נדירות,לא,מלאה,Tableau,3,15500
2020,470,אזור תל אביב,הייטק,כן,,כן,לעיתים נדירות,כן,מלאה,Tableau,4,23000
2020,471,אזור ירושלים,תעשייה ישראלית,כן,,כן,לעיתים נדירות,לא,מלאה,Excel,3,12000
2020,472,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,None,1,12000
2020,473,אזור תל אביב,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,Tableau,2,19500
2020,474,אזור חיפה,הייטק,כן,,כן,כן,כן,,Excel,7,
2020,475,אזור תל אביב,תעשייה ישראלית,כן,,כן,כן,לא,חצי משרה,Excel,15,34000
2020,476,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Excel,4,15500
2020,477,אזור תל אביב,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Excel,1,12000
2020,478,,אחר,,,לא,,,,,,
2020,479,אזור ירושלים,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Power BI,2,15500
2020,480,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,2,15500
2020,481,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Excel,1,12000
2020,482,מרכז,אחר,לא,,כן,כן,כן,,Power BI,10,
2020,483,מרכז,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,Tableau,3,12000
2020,484,אזור תל אביב,צהל,לא,,כן,כן,כן,מלאה,Tableau,2,12000
2020,485,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Excel,0,15500
2020,486,אזור ירושלים,ממשלתיח,לא,,כן,לא,כן,מלאה,Power BI,2,12000
2020,487,אזור ירושלים,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,Excel,2,7500
2020,488,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,4,19500
2020,489,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Looker/Google Data studio,5,23000
2020,490,אזור תל אביב,תעשייה ישראלית,לא,,כן,לעיתים נדירות,כן,מלאה,Excel,3,12000
2020,491,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,1,12000
2020,492,מרכז,תעשייה ישראלית,לא,,כן,לא,לא,מלאה,None,2,12000
2020,493,אזור תל אביב,הייטק,כן,,כן,כן,כן,מלאה,Tableau,3,15500
2020,494,מרכז,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,Excel,9,15500
2020,495,מרכז,תעשייה ישראלית,לא,,כן,כן,כן,,Power BI,20,
2020,496,מרכז,צהל,לא,,כן,לא,לא,חצי משרה,None,3,0
2020,497,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,9,19500
2020,498,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,1,7500
2020,499,מרכז,הייטק,לא,,כן,לעיתים נדירות,לא,מלאה,None,12,34000
2020,500,מרכז,הייטק,כן,,כן,לא,כן,מלאה,Other,10,26000
2020,501,אזור תל אביב,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,Other,5,26000
2021,502,אזור תל אביב,הייטק,לא,,כן,כן,כן,מלאה,Looker/Google Data studio,2.5,16500
2021,503,אזור תל אביב,תעשייה ישראלית,לא,,כן,כן,כן,,Excel,1,
2021,504,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Tableau,4,24000
2021,505,אזור תל אביב,הייטק,לא,,כן,לא,לא,מלאה,Power BI,5,16500
2021,506,אזור תל אביב,הייטק,לא,,כן,לא,לעיתים נדירות,מלאה,Looker/Google Data studio,3,14000
2021,507,מרכז,הייטק,לא,,כן,לא,כן,מלאה,Power BI,2,16500
2021,508,מרכז,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Power BI,10,21500
2021,509,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,2,19000
2021,510,אזור תל אביב,הייטק (גלובלי),לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,1,16500
2021,511,מרכז,תעשייה ישראלית,כן,,כן,לא,כן,מלאה,Power BI,6,19000
2021,512,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Excel,3,29000
2021,513,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Power BI,4,21500
2021,514,מרכז,הייטק,לא,,כן,כן,כן,מלאה,Tableau,8,19000
2021,515,אזור תל אביב,הייטק,כן,,כן,לא,כן,מלאה,Looker/Google Data studio,8,36500
2021,516,מרכז,הייטק,לא,,כן,לעיתים נדירות,כן,מלאה,Tableau,3.5,21500
2021,517,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Redash,3,19000
2021,518,אזור תל אביב,הייטק,לא,,כן,כן,כן,מלאה,Tableau,9,24000
2021,519,מרכז,תעשייה ישראלית,לא,,כן,לא,כן,מלאה,Power BI,3,19000
2021,520,אזור תל אביב,תעשייה ישראלית,לא,,כן,לא,לא,,Excel,0,
2021,521,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,Excel,5,11500
2021,522,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,5,36500
2021,523,,אחר,,,לא,,,,,,
2021,524,אזור תל אביב,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,Excel,5,14000
2021,525,,אחר,,,לא,,,,,,
2021,526,אזור תל אביב,הייטק (גלובלי),לא,,כן,לא,כן,מלאה,Tableau,4,31500
2021,527,אזור תל אביב,הייטק,לא,,כן,לא,לעיתים נדירות,חצי משרה,None,3,9000
2021,528,אזור תל אביב,תעשייה ישראלית,כן,,כן,לא,לא,מלאה,Excel,5,24000
2021,529,אזור תל אביב,הייטק,כן,,כן,כן,כן,מלאה,Looker/Google Data studio,5,26500
2021,530,מרכז,תעשייה ישראלית,לא,,כן,לעיתים נדירות,לעיתים נדירות,מלאה,Excel,4,11500
2021,531,אזור ירושלים,תעשייה ישראלית,לא,,כן,לא,לעיתים נדירות,מלאה,Power BI,0.5,9000
2021,532,מרכז,הייטק (גלובלי),לא,,כן,כן,כן,מלאה,Tableau,13,26500
2021,533,מרכז,הייטק,לא,,כן,כן,לא,מלאה,Tableau,10,11500
2021,534,מרכז,הייטק (גלובלי),לא,,כן,לא,לא,מלאה,Tableau,1,11500
2021,535,מרכז,הייטק,לא,,כן,כן,כן,מלאה,Tableau,16,36500
2021,536,מרכז,הייטק,לא,,כן,לא,כן,חצי משרה,Tableau,2,9000
2021,537,אזור תל אביב,תעשייה ישראלית,לא,,כן,כן,כן,מלאה,Excel,3,16500
2021,538,,אחר,,,לא,,,,,,
2021,539,אזור תל אביב,הייטק,לא,,כן,לא,כן,מלאה,Tableau,2,11500
2021,540,,אחר,,,לא,,,,,,
